y1(t),k1,k2
0.00047473302763872044,1.5905515051964616,285.2901046542984
0.0010141765037020925,1.495920095987708,224.30407886336633
0.000664774658722762,1.7995138569199853,293.6380353672192
0.0004903845835581662,1.7171132822079695,282.59603566628255
0.000638574204779398,1.6232289590156788,244.78689868128828
0.000923441558143942,1.5660030681438797,276.62772619956087
0.000878745806163617,1.3445893600772854,270.0263981566492
0.0007479456556090729,1.7395012358322348,285.79018882922503
0.0010267954552849526,1.5776121971747583,252.73600470067043
0.0009782819377907412,1.5051187398082702,282.3300006348577
0.0006195975507781839,1.6262182597367598,250.68609349725975
3.301067452349615e-5,2.0096374785561544,287.00412220770977
0.0016276601359014942,1.416929980543213,248.1933271088909
0.0008930371802381421,1.537667780763865,276.53286343744156
0.0004859090350712472,1.6905922332964536,216.81495489490374
0.0004293407129370402,1.8159616693884637,250.82508397191123
0.001218249465256441,1.5873965848211804,252.11068065372376
0.0009287980022194181,1.516624623481894,256.3133817708895
0.0007288016247198214,1.6976688742985195,269.7354554794901
0.0009198172933167974,1.3054422786154125,246.61508364551258
0.0010723867689663258,1.5570757985591188,293.62084582024534
0.0008096910494146628,1.6896215616139392,241.52611028194417
0.000345214823330177,1.916297216985594,294.8075220309116
0.000293633602690399,1.6825739115271143,270.86641951392977
0.0005708505231641118,1.571366177384354,287.14831169422223
0.0005315188693480634,1.7283145672249547,289.5462723282478
0.0004958707505389549,1.716229422667873,295.50361089439014
0.00043971611285422145,1.8123981410447736,221.92270674316785
0.0010260089377480946,1.4778223861625648,221.4135305293686
0.0002744926981488636,1.972270288987318,287.14120075007133
0.0006977645265483128,1.7882500329445352,256.16520753292946
0.0005079847223852471,1.2010545575396978,277.61871197211207
0.0006599524316440902,1.6772599031848072,268.99648738564895
0.0005990864565849096,1.6303958565642347,228.56856300955485
0.0006306393250630545,1.6147291442819172,267.3780702838708
0.0005075557192340392,1.9537849769175293,259.2209340945625
0.0009007527222114826,1.735393420654553,263.59697816521594
0.00040573172436549385,1.6749677663351918,208.09180967883088
0.0006596094762103847,1.7294177225824792,277.1433294734161
0.0008538673029661791,1.6777320169895373,251.8579380923423
0.0008190323798886153,1.5729576059462596,262.76456776028664
0.0009861392441579716,1.5968453330042631,291.30724137983316
0.0020243692464192824,0.957392481226103,276.3811443169419
0.0015463919757251505,1.545536280431141,297.6084396289061
0.0010874299488988631,1.450818311311736,271.0230148311704
0.0003488843817128126,1.7540035442768853,232.62877091230632
0.0007014623219803379,1.588627006452906,201.84646425236616
0.002443786392364142,1.2240812146809898,202.11590216539804
0.0008212354826776333,1.725585469785469,287.03260477898846
0.0011559659758258786,1.401654384808038,280.82878226992074
0.0004796929141082341,1.6157542488781198,201.03883066425584
0.0005428540123173966,1.5724475376139262,201.10077448436752
0.0007502940150287609,1.6099156748493777,235.72708493365076
0.001800874625665121,1.1999813487396982,228.94571239126356
0.0011834972002068619,1.6159059808166254,288.60229833521623
0.0006605750773597754,1.8070360660537703,299.83815477147346
0.0006843097940315342,1.5234195239208974,293.4187096913524
0.0008677760569574175,1.3236807101340269,290.87452442280755
0.0011332738998737274,1.572095458129489,274.1235630282855
0.001352293235220542,1.5003922743793963,269.3400781545005
0.0008859492804002701,1.6707978442917946,283.3796951708426
0.00033499211314732906,1.6145974418918765,255.97587578262568
0.00039709193008241806,1.8702415574463187,268.05719797131536
0.00041332514615279026,1.7929287334493553,257.7785414732273
0.0005514616602155892,1.5116751302122773,224.8514489251727
0.0010434358823340345,1.5571188085079477,285.2792224134661
0.000705159392381755,1.7282358861393283,282.96856823129986
0.0002339426748866364,1.6488439832294912,201.35842935491215
0.0017858717658085492,1.4797866813298939,233.07047661566622
0.0010106862785691168,1.3794801168084554,267.0218819853769
0.00046905342805629146,1.6114088292768174,238.94357499314629
0.0009509804018970747,1.5886108317560281,298.118434696792
0.0006812085880706509,1.657549699646316,266.5290629757081
0.00042519840175297833,1.6101467081916438,237.6385675544599
0.0009071153018447369,1.3628041812675487,259.3488106320548
0.0006538108199343516,1.727671527764164,298.9752636041383
0.0004890119028963111,1.7956403424317686,273.8792481799749
0.00086036889284656,1.3735275311160273,213.63086344277204
0.001076655419918089,1.648998642432252,271.01655396051694
0.00039103467574480984,1.8111360021692822,275.5619409711741
0.00035679208222389944,1.7882611426582402,244.29544639701578
0.00018354347148560505,1.9071975957302656,241.18182042159796
0.00015624420578140032,2.001963209820707,294.55380969535065
0.0006464965571947188,1.7573484350462776,290.42174997582197
0.0005456455575667969,1.6828207158539488,247.01692448432738
0.0010046294674543868,1.5557399812095656,252.32572438157175
0.0003378937749430059,1.7467233942337541,240.17851500497406
0.0012359761659528849,1.4968033693501603,220.9576373907167
0.0003758680193448018,1.8552585923440872,200.94118821739463
0.0003321468386986199,1.6979760184328392,251.11101055452338
0.0006977449194055391,1.5790775850301761,251.43135809196468
0.0003406794851519568,1.805721863522698,282.258470901817
0.0002364492043604421,1.8169878228432998,287.67991765510266
0.0008069979103925464,1.5238317152543082,261.5305772925676
0.0009418016025217649,1.6176441782853506,238.48393247162397
0.0007725807848553833,1.7256029460646904,281.03996020229613
0.0006385977143461303,1.5099695817685883,262.4304233411554
0.000579890699398282,1.6744106141808373,263.04352293244546
0.000263668963940524,1.8253794528646012,260.14176446047844
0.0007052212342100839,1.7512006891840082,225.6537098524075
0.0013100259776315265,1.4770273920831367,237.4061467076117
0.00066574578690475,1.704324742329852,216.29612617942507
0.001222324981873569,1.4736707621596574,212.1820102573884
0.0005342008357785412,1.688658849634812,265.26884530977395
0.00028557712384251553,1.7703981327362421,297.8085826174383
5.906414997316789e-5,1.770050561178962,212.98336434889848
0.002346446750515853,1.42565892651499,277.4716949470702
0.0007148814058266892,1.593824328232234,213.5782583171246
0.0007975707690785255,1.6252710355511466,265.7430535835491
0.0005809592753092129,1.7550815936681294,241.43379986356265
0.0008751067287897738,1.5670350084985825,218.71451040891182
0.0003453912548807955,1.6960296849881829,285.7686134160395
0.000914305657217415,1.7570290159867226,288.5322939526347
0.0009661540779219002,1.7044793208621873,280.2563911027551
0.0006349433532626472,1.7379395448663137,294.31445966319757
0.0005951323739800761,1.883648504574057,285.07579542773885
0.0010974367225485228,1.47512248043012,234.6366356706301
0.0006378063330149887,1.9259804461148347,290.85847404870816
0.0006727316100490824,1.5690679787971449,212.16180190522226
0.0006050570742388388,1.6300716618591486,267.80769232421414
0.00020834653214784116,1.740333226192464,293.21830660732275
0.0012630159089627563,1.5711232383678173,268.5473799895129
0.0005492809025517016,1.6488379775839923,238.38576451852413
5.024769469821152e-5,1.502220048854308,255.11818106507786
0.0008531704866456102,1.6006449723970204,245.41535634280703
0.0002281911465588463,1.9058446634186323,252.80287437248558
0.0008804923591307623,1.600655031681094,290.67898709469387
0.0009300913198670922,1.5116791236914473,215.85205792890304
3.7313934622565105e-5,1.9120036919793275,271.1445392225632
0.0003051639522400719,1.4228416332440894,235.9753597870153
0.0008230139478641316,1.4788896686573585,257.3177744194103
0.0010699242923479806,1.5472717445495228,256.86299262935455
0.0009650138870514907,1.6573765468527106,271.440744158442
0.0005300490079218206,1.572155511082083,209.86387036865614
0.0007191013785351125,1.7567305134067561,265.6576068327812
0.0005349624274161441,1.6015320915291766,244.14233724017856
0.0005816080750815464,1.7064729768624742,200.73177680491085
0.0009521607654102471,1.6297639984495507,263.2349876502183
0.0006116125003466854,1.6403890137554837,296.24813353640815
0.0009447360030679702,1.530074345788658,243.29846579977306
