timestamp,y1(t),y2(t),y3(t),y4(t),y5(t),y6(t),y7(t),y8(t)
0.0,0.0006566686060152885,0.0001283318075692317,4.419719222533344e-5,0.0010208016403466457,0.0001243752207576621,0.00046765575490990134,3.7076268502247036e-5,0.0056629237314978235
7.020967857652065e-5,0.0006566552015546466,0.00012833180676477196,4.41971916379703e-5,0.0010207627180938608,0.00012437522090463264,0.000467634217342847,3.7107495625948054e-5,0.005662892504374122
0.000772306464341727,0.0006565212453178188,0.0001283317105087963,4.419712137171247e-5,0.001020373663691821,0.00012437523833438985,0.0004674190129579907,3.741865728810003e-5,0.005662581342711971
0.0026396711254774597,0.0006561657406688475,0.0001283306814164158,4.419637051148964e-5,0.001019340379323181,0.0001243754224235628,0.00046684814321523726,3.823651018001975e-5,0.005661763489820051
0.0047585748339811305,0.0006557637085818079,0.0001283281738078645,4.419454204358941e-5,0.001018170503545905,0.00012437586395727606,0.00046620301192112034,3.9147591675755967e-5,0.0056608524083243145
0.00855750786811454,0.0006550464860397382,0.00012832021144719031,4.41887422626461e-5,0.0010160798962157071,0.00012437722828734614,0.00046505329367844077,4.0736976623250225e-5,0.00565926302337682
0.012565537912416734,0.0006542946805027184,0.00012830714484284592,4.417923660680798e-5,0.0010138836211058234,0.0001243793909382267,0.00046384977786849505,4.235411967716545e-5,0.005657645880322905
0.018271787986925428,0.0006532328093632833,0.00012828066910557597,4.41600071297139e-5,0.0010107731488962562,0.00012438356874340038,0.00046215275171402844,4.455467413627277e-5,0.005655445325863798
0.024115389113321336,0.0006521554566045112,0.00012824447043739028,4.413376333126356e-5,0.0010076073854851585,0.0001243889539633389,0.00046043438950888545,4.66894203338014e-5,0.00565331057966627
0.03138684852938962,0.0006508286832057252,0.0001281874328154754,4.409249504368104e-5,0.0010036951376811319,0.0001243968309966142,0.0004583228910104881,4.918670228656277e-5,0.0056508132977135085
0.038762597394866885,0.000649498076409638,0.00012811693617509207,4.40415982849206e-5,0.0009997567421324285,0.000124405720881808,0.0004562104475400411,5.154948194262581e-5,0.005648450518057445
0.04724759926298919,0.0006479856530217244,0.00012802136603055255,4.397275380531392e-5,0.0009952624341253143,0.00012441649065635024,0.00045381555050858077,5.406889391963341e-5,0.005645931106080438
0.055848256734646835,0.0006464719228337609,0.00012791002888172656,4.389273487752545e-5,0.0009907456113427246,0.0001244274001279611,0.0004514250871214446,5.6419924702156314e-5,0.005643580075297915
0.06530136962975286,0.0006448297857245738,0.000127772437894627,4.379407375605777e-5,0.0009858249180277688,0.0001244386822677882,0.00044883905660448155,5.878556262989476e-5,0.005641214437370177
0.07490984299663378,0.0006431830527469455,0.00012761785298750738,4.368347845159495e-5,0.0009808691604456703,0.00012444869085328518,0.0004462531490311235,6.097312056045449e-5,0.005639026879439617
0.08519699504391054,0.0006414441234463201,0.00012743763590035887,4.355483004150499e-5,0.0009756131994696208,0.00012445702540448257,0.0004435302320028147,6.30920615965305e-5,0.005636907938403541
0.09569229419217634,0.0006396947983055704,0.00012723983250220177,4.3413928941855193e-5,0.0009703026383200413,0.0001244622608951932,0.0004407988186045989,6.503554561304502e-5,0.005634964454387026
0.10676438066153045,0.0006378755034073822,0.00012701771654127095,4.325603038367278e-5,0.0009647554224346517,0.00012446346289773385,0.0004379661030250837,6.686743684924975e-5,0.005633132563150822
0.11810412207680622,0.0006360391016406679,0.000126777718099762,4.308574534792837e-5,0.0009591313847210551,0.00012445938516853132,0.00043511459689320826,6.853179957492003e-5,0.005631468200425152
0.12997186231600175,0.0006341452991340797,0.0001265148081544243,4.2899533759143e-5,0.000953306019975311,0.00012444866959422784,0.00043218177906156473,7.006541823636596e-5,0.005629934581763706
0.14217178891653218,0.000632227427338968,0.00012623381505353035,4.270083510428345e-5,0.0009473805921006101,0.00012443013033091682,0.0004292192896726557,7.144118971662671e-5,0.005628558810283446
0.15489064925452672,0.0006302581599784967,0.00012593108273342975,4.248707121781488e-5,0.0009412695179652211,0.00012440206859080965,0.0004261848184577509,7.268035981564663e-5,0.005627319640184426
0.16801102692568257,0.0006282579442957269,0.0001256100726677118,4.226068316487259e-5,0.0009350349275066844,0.00012436322240992314,0.00042310973064225147,7.377141889973513e-5,0.005626228581100338
